gender,age,maritalStatus,children,education,income,destination,passanger,weather,temperature,time,visitPub,visitCoffeeHouse,visitFastFood,visitFoodCourt,visitRestaurant,storeType,offerEndSoon,moreThan5km,moreThan15km,sameDirection,stopBy(y)
Male,26,Single,0,Associates degree,$37500 - $49999,Home,Alone,Sunny,13,22,often,sometimes,often,sometimes,rarely,Fast Food,No,1,1,0,0
Female,31,Married,1,Graduate degree,$62500 - $74999,Others,Family,Sunny,28,10,never,rarely,sometimes,rarely,rarely,Food Court,Yes,1,0,0,1
Male,21,Single,0,College,$12500 - $24999,Others,Alone,Sunny,13,10,rarely,never,rarely,rarely,rarely,Coffee House,Yes,0,0,0,0
Female,26,Single,0,Bachelors degree,$37500 - $49999,Others,Alone,Sunny,13,10,sometimes,sometimes,very often,very often,very often,Coffee House,Yes,0,0,0,1
Female,31,Single,0,Bachelors degree,$25000 - $37499,Home,Alone,Rainy,13,22,rarely,often,rarely,often,sometimes,Coffee House,Yes,0,0,1,0
Female,31,Single,1,Bachelors degree,$37500 - $49999,Work,Alone,Sunny,28,7,rarely,rarely,often,,rarely,Coffee House,Yes,1,0,1,0
Male,21,Single,0,College,$12500 - $24999,Work,Alone,Sunny,13,7,rarely,never,rarely,rarely,rarely,Food Court,No,0,0,0,1
Male,55,Divorced,1,College,$37500 - $49999,Home,Alone,Rainy,13,22,sometimes,often,often,very often,often,Coffee House,Yes,0,0,1,1
Female,31,Divorced,1,College,$12500 - $24999,Home,Alone,Sunny,28,22,rarely,rarely,often,very often,very often,Restaurant,No,1,0,0,1
Female,26,Partner,0,College,$37500 - $49999,Others,Friends,Sunny,28,18,rarely,rarely,rarely,sometimes,rarely,Food Court,No,1,0,0,1
Male,26,Single,0,Bachelors degree,$100000 or More,Home,Alone,Sunny,28,18,often,sometimes,sometimes,sometimes,rarely,Coffee House,No,0,0,0,1
Female,31,Partner,0,High School,$12500 - $24999,Others,Partner,Sunny,28,18,sometimes,sometimes,often,sometimes,rarely,Pub,Yes,1,0,0,1
Female,46,Married,0,College,$25000 - $37499,Work,Alone,Sunny,13,7,rarely,often,sometimes,sometimes,rarely,Coffee House,Yes,1,0,0,0
Female,26,Single,0,Bachelors degree,$25000 - $37499,Home,Alone,Sunny,28,18,never,sometimes,rarely,sometimes,rarely,Coffee House,Yes,0,0,0,1
Female,21,Single,0,Bachelors degree,$62500 - $74999,Others,Alone,Sunny,13,10,never,rarely,sometimes,rarely,rarely,Coffee House,Yes,0,0,0,1
Female,18,Single,0,College,$100000 or More,Home,Alone,Sunny,0,18,never,rarely,sometimes,sometimes,sometimes,Fast Food,No,0,0,0,1
Male,31,Married,1,College,$37500 - $49999,Work,Alone,Rainy,13,7,never,never,often,often,sometimes,Food Court,Yes,1,1,0,1
Female,26,Partner,0,Associates degree,$50000 - $62499,Work,Alone,Sunny,28,7,never,sometimes,sometimes,sometimes,rarely,Restaurant,No,1,0,0,1
Male,26,Single,1,College,Less than $12500,Others,Friends,Sunny,28,18,never,never,never,sometimes,never,Food Court,Yes,0,0,0,1
Female,55,Single,0,Bachelors degree,Less than $12500,Others,Alone,Sunny,28,14,never,never,rarely,rarely,never,Food Court,Yes,1,0,0,0
Male,36,Married,1,Bachelors degree,$100000 or More,Others,Alone,Rainy,13,10,rarely,never,sometimes,rarely,rarely,Coffee House,No,1,0,0,0
Male,18,Single,0,High School Graduate,$87500 - $99999,Others,Alone,Sunny,0,10,never,rarely,sometimes,often,often,Fast Food,No,1,0,0,1
Male,41,Married,1,College,$100000 or More,Others,Friends,Sunny,13,22,rarely,rarely,sometimes,sometimes,rarely,Pub,Yes,1,0,0,1
Male,26,Married,0,Bachelors degree,$37500 - $49999,Work,Alone,Snowy,0,7,never,,sometimes,sometimes,rarely,Restaurant,No,1,1,0,0
Female,41,Married,1,Graduate degree,$75000 - $87499,Home,Family,Sunny,13,22,rarely,often,very often,sometimes,rarely,Restaurant,No,1,0,1,0
Female,36,Married,1,Graduate degree,$87500 - $99999,Others,Friends,Sunny,28,14,rarely,rarely,sometimes,often,rarely,Coffee House,Yes,1,0,0,1
Female,21,Married,1,Associates degree,$50000 - $62499,Home,Family,Sunny,28,18,never,sometimes,sometimes,sometimes,sometimes,Restaurant,Yes,1,0,1,1
Female,55,Divorced,1,Graduate degree,$12500 - $24999,Others,Friends,Sunny,28,14,sometimes,often,often,often,rarely,Food Court,No,1,0,0,1
Female,26,Partner,0,Bachelors degree,$50000 - $62499,Work,Alone,Sunny,13,7,sometimes,sometimes,sometimes,sometimes,sometimes,Coffee House,No,1,0,0,1
Female,18,Partner,0,College,$25000 - $37499,Home,Alone,Sunny,28,18,never,sometimes,sometimes,often,sometimes,Coffee House,No,0,0,1,1
Male,21,Single,0,College,Less than $12500,Home,Partner,Sunny,0,18,often,sometimes,often,sometimes,rarely,Food Court,No,1,1,0,1
Male,55,Widowed,0,College,Less than $12500,Work,Alone,Sunny,28,7,never,never,sometimes,rarely,rarely,Food Court,No,0,0,1,1
Male,31,Married,1,College,$37500 - $49999,Others,Friends,Sunny,28,10,never,rarely,often,rarely,rarely,Fast Food,Yes,1,0,0,0
Male,21,Partner,0,College,$50000 - $62499,Home,Alone,Snowy,0,18,rarely,never,sometimes,often,sometimes,Coffee House,No,1,0,0,1
Male,55,Married,1,Graduate degree,$87500 - $99999,Others,Friends,Snowy,0,22,never,often,sometimes,often,rarely,Fast Food,No,1,0,0,1
Female,21,Partner,0,College,$12500 - $24999,Others,Partner,Sunny,28,10,sometimes,rarely,sometimes,sometimes,rarely,Restaurant,No,0,0,0,0
Male,41,Married,1,Graduate degree,$62500 - $74999,Home,Alone,Sunny,13,18,sometimes,sometimes,sometimes,often,rarely,Restaurant,No,1,0,0,0
Female,31,Married,1,College,$12500 - $24999,Work,Alone,Sunny,28,7,sometimes,,often,often,,Fast Food,Yes,0,0,1,1
Female,31,Single,0,Bachelors degree,$50000 - $62499,Home,Alone,Sunny,28,18,often,sometimes,sometimes,sometimes,rarely,Coffee House,No,0,0,1,1
Female,41,Partner,1,College,Less than $12500,Home,Partner,Sunny,0,22,never,sometimes,sometimes,often,rarely,Fast Food,Yes,1,0,0,1
Female,46,Married,1,High School,$12500 - $24999,Home,Family,Sunny,13,18,never,never,rarely,rarely,never,Restaurant,No,1,1,0,1
Male,46,Married,1,Graduate degree,$87500 - $99999,Home,Alone,Sunny,0,18,rarely,sometimes,sometimes,rarely,sometimes,Fast Food,Yes,1,0,1,1
Female,55,Single,1,Bachelors degree,$25000 - $37499,Home,Alone,Sunny,28,18,never,rarely,often,sometimes,rarely,Fast Food,No,0,0,0,1
Female,41,Married,1,College,$100000 or More,Others,Family,Sunny,13,18,never,very often,very often,very often,often,Food Court,Yes,1,0,0,0
Female,18,Partner,0,High School Graduate,Less than $12500,Others,Alone,Sunny,28,10,never,often,sometimes,often,rarely,Coffee House,Yes,1,0,0,1
Female,31,Single,0,Bachelors degree,$50000 - $62499,Home,Alone,Sunny,28,22,often,sometimes,sometimes,sometimes,rarely,Food Court,Yes,0,0,1,1
Male,26,Partner,0,Associates degree,$12500 - $24999,Others,Alone,Rainy,13,10,rarely,rarely,often,sometimes,rarely,Coffee House,No,1,0,0,1
Male,21,Single,0,High School Graduate,$37500 - $49999,Work,Alone,Sunny,28,7,rarely,never,rarely,rarely,never,Fast Food,No,1,1,0,1
Male,21,Single,0,Bachelors degree,$50000 - $62499,Work,Alone,Sunny,13,7,sometimes,never,rarely,often,never,Food Court,No,0,0,0,1
Female,31,Partner,0,Graduate degree,$25000 - $37499,Work,Alone,Snowy,0,7,sometimes,rarely,sometimes,sometimes,rarely,Fast Food,No,1,0,1,0
Female,26,Single,0,Bachelors degree,$25000 - $37499,Others,Friends,Sunny,28,14,never,sometimes,rarely,sometimes,rarely,Coffee House,No,1,0,0,1
Female,31,Single,0,Graduate degree,$50000 - $62499,Home,Alone,Sunny,28,18,sometimes,often,often,often,often,Coffee House,Yes,0,0,0,0
Female,55,Married,1,Graduate degree,$100000 or More,Others,Family,Sunny,28,14,often,very often,often,often,often,Food Court,Yes,0,0,0,1
Male,41,Divorced,1,Associates degree,$12500 - $24999,Home,Alone,Sunny,28,18,often,often,sometimes,sometimes,rarely,Coffee House,No,0,0,1,1
Female,21,Married,1,College,$12500 - $24999,Others,Friends,Sunny,28,18,sometimes,sometimes,often,often,never,Coffee House,No,0,0,0,0
Female,36,Married,1,College,Less than $12500,Home,Family,Sunny,13,22,never,never,often,rarely,rarely,Restaurant,No,1,0,1,0
Female,36,Divorced,1,College,$25000 - $37499,Others,Alone,Snowy,0,14,never,very often,often,often,rarely,Pub,No,0,0,0,0
Female,55,Single,0,Bachelors degree,$25000 - $37499,Work,Alone,Sunny,28,7,never,rarely,sometimes,sometimes,sometimes,Fast Food,Yes,0,0,1,1
Female,36,Single,1,College,$12500 - $24999,Work,Alone,Snowy,0,7,never,rarely,very often,often,rarely,Restaurant,No,1,1,0,1
Female,21,Single,0,College,Less than $12500,Work,Alone,Sunny,13,7,rarely,sometimes,often,very often,rarely,Coffee House,Yes,1,1,0,0
Male,31,Married,1,Graduate degree,$87500 - $99999,Work,Alone,Sunny,28,7,never,never,often,very often,often,Coffee House,Yes,1,0,1,0
Female,26,Single,0,Bachelors degree,$87500 - $99999,Others,Friends,Sunny,0,22,very often,rarely,sometimes,sometimes,sometimes,Food Court,Yes,0,0,0,0
Male,26,Married,0,Bachelors degree,$100000 or More,Others,Alone,Sunny,13,18,often,,sometimes,sometimes,rarely,Coffee House,Yes,0,0,0,1
Male,21,Single,0,Bachelors degree,$50000 - $62499,Others,Alone,Sunny,13,14,very often,sometimes,,often,rarely,Food Court,No,0,0,0,1
Female,41,Married,1,College,$100000 or More,Others,Family,Snowy,0,18,never,very often,very often,very often,often,Pub,No,0,0,0,0
Male,18,Single,0,College,$87500 - $99999,Others,Friends,Sunny,13,14,never,often,,often,rarely,Coffee House,No,0,0,0,1
Male,21,Partner,0,College,$12500 - $24999,Others,Partner,Sunny,28,18,sometimes,rarely,sometimes,sometimes,never,Food Court,No,0,0,0,1
Female,41,Married,1,Bachelors degree,$100000 or More,Others,Friends,Sunny,28,10,rarely,sometimes,sometimes,often,rarely,Coffee House,Yes,0,0,0,1
Male,55,Married,1,College,$100000 or More,Work,Alone,Rainy,13,7,rarely,sometimes,often,sometimes,sometimes,Fast Food,No,0,0,0,1
Female,31,Partner,0,Graduate degree,$50000 - $62499,Others,Friends,Sunny,0,22,rarely,sometimes,rarely,sometimes,rarely,Fast Food,No,1,0,0,0
Male,21,Partner,0,Bachelors degree,$12500 - $24999,Others,Partner,Sunny,28,18,sometimes,often,often,often,never,Pub,Yes,1,0,0,0
Male,31,Married,1,Bachelors degree,$100000 or More,Others,Family,Sunny,0,22,rarely,never,often,very often,rarely,Restaurant,Yes,0,0,0,0
Female,21,Partner,0,Bachelors degree,$62500 - $74999,Home,Partner,Sunny,0,22,rarely,never,sometimes,rarely,never,Food Court,No,0,0,1,1
Female,21,Partner,0,Bachelors degree,$12500 - $24999,Others,Friends,Sunny,28,10,sometimes,very often,very often,sometimes,rarely,Coffee House,Yes,0,0,0,1
Male,31,Single,0,College,$12500 - $24999,Others,Friends,Sunny,0,22,often,never,very often,often,never,Fast Food,No,1,0,0,1
Female,36,Married,1,Graduate degree,$87500 - $99999,Work,Alone,Sunny,13,7,rarely,rarely,sometimes,often,rarely,Coffee House,Yes,1,1,0,1
Male,26,Married,1,Bachelors degree,$37500 - $49999,Work,Alone,Snowy,0,7,sometimes,very often,often,often,rarely,Food Court,Yes,1,1,0,0
Male,31,Single,0,Bachelors degree,$25000 - $37499,Others,Friends,Sunny,0,22,never,rarely,rarely,rarely,rarely,Fast Food,No,1,0,0,1
Male,26,Single,1,High School,$12500 - $24999,Others,Alone,Sunny,28,22,often,sometimes,sometimes,often,often,Food Court,No,0,0,0,1
Female,36,Divorced,0,Associates degree,$12500 - $24999,Others,Friends,Sunny,0,22,rarely,often,sometimes,rarely,rarely,Fast Food,No,1,0,0,1
Male,31,Married,1,Bachelors degree,$62500 - $74999,Work,Alone,Sunny,28,7,never,rarely,very often,often,rarely,Coffee House,No,0,0,1,1
Male,26,Single,1,College,Less than $12500,Others,Alone,Rainy,13,10,never,never,never,sometimes,never,Pub,No,1,0,0,0
Female,31,Single,0,Bachelors degree,$100000 or More,Others,Alone,Sunny,13,18,never,often,very often,often,rarely,Coffee House,Yes,0,0,0,0
Female,21,Single,0,College,Less than $12500,Others,Alone,Sunny,28,10,very often,very often,sometimes,rarely,never,Pub,No,0,0,0,0
Male,36,Married,0,Graduate degree,$100000 or More,Others,Partner,Sunny,28,10,sometimes,rarely,sometimes,often,sometimes,Coffee House,No,0,0,0,1
Male,55,Single,0,Bachelors degree,$100000 or More,Others,Friends,Sunny,28,22,sometimes,often,often,sometimes,rarely,Pub,No,1,0,0,1
Male,46,Single,0,Graduate degree,$37500 - $49999,Home,Alone,Sunny,0,18,never,very often,sometimes,often,rarely,Fast Food,Yes,1,0,1,1
Female,31,Single,0,Bachelors degree,$25000 - $37499,Others,Alone,Sunny,28,10,rarely,often,rarely,often,sometimes,Food Court,Yes,0,0,0,1
Male,26,Single,0,Associates degree,$37500 - $49999,Work,Alone,Sunny,13,7,often,rarely,sometimes,often,sometimes,Food Court,No,0,0,0,1
Male,26,Single,0,Bachelors degree,$62500 - $74999,Home,Alone,Sunny,0,18,often,never,often,sometimes,rarely,Fast Food,Yes,1,0,1,0
Male,18,Partner,0,College,$87500 - $99999,Others,Friends,Rainy,13,22,never,sometimes,sometimes,sometimes,rarely,Pub,Yes,1,0,0,0
Female,41,Divorced,1,College,$25000 - $37499,Home,Alone,Sunny,13,18,rarely,rarely,often,sometimes,rarely,Restaurant,No,1,0,0,1
Female,21,Single,0,Bachelors degree,$37500 - $49999,Home,Alone,Sunny,28,22,rarely,never,rarely,sometimes,never,Pub,No,1,0,1,1
Female,31,Married,0,College,$100000 or More,Others,Alone,Rainy,13,10,rarely,rarely,very often,often,rarely,Coffee House,No,1,0,0,1
Female,41,Single,1,College,$12500 - $24999,Work,Alone,Sunny,13,7,never,rarely,rarely,rarely,never,Coffee House,No,1,0,0,0
Female,55,Married,1,Bachelors degree,$50000 - $62499,Others,Family,Sunny,28,10,never,rarely,often,sometimes,rarely,Pub,No,1,0,0,0
Male,26,Married,1,College,$50000 - $62499,Others,Friends,Sunny,28,18,never,sometimes,sometimes,rarely,sometimes,Food Court,No,1,0,0,1
Male,18,Single,0,College,$62500 - $74999,Work,Alone,Sunny,28,7,never,sometimes,sometimes,never,sometimes,Fast Food,Yes,0,0,1,1
Female,26,Single,0,Bachelors degree,$87500 - $99999,Others,Friends,Sunny,13,18,very often,rarely,sometimes,sometimes,sometimes,Fast Food,No,1,0,0,1
Female,36,Married,1,Bachelors degree,$37500 - $49999,Work,Alone,Snowy,0,7,rarely,,sometimes,sometimes,sometimes,Pub,No,1,1,0,0
Male,41,Married,0,Graduate degree,$37500 - $49999,Home,Alone,Sunny,28,18,rarely,rarely,very often,very often,often,Coffee House,Yes,1,1,0,0
Male,46,Single,0,College,Less than $12500,Work,Alone,Snowy,0,7,sometimes,sometimes,often,often,often,Pub,No,1,1,0,1
Male,31,Married,1,Bachelors degree,$50000 - $62499,Work,Alone,Sunny,28,7,never,never,never,rarely,,Fast Food,No,1,1,0,0
Male,26,Partner,1,College,$12500 - $24999,Work,Alone,Snowy,0,7,sometimes,often,sometimes,often,rarely,Food Court,Yes,1,1,0,1
Female,46,Partner,0,Graduate degree,$100000 or More,Others,Partner,Rainy,13,10,never,rarely,rarely,sometimes,rarely,Fast Food,Yes,0,0,0,1
Female,21,Married,0,High School Graduate,$12500 - $24999,Home,Alone,Sunny,28,18,never,never,often,sometimes,rarely,Fast Food,No,0,0,0,1
Female,55,Divorced,1,Graduate degree,$12500 - $24999,Others,Friends,Sunny,28,10,sometimes,often,often,often,rarely,Pub,No,0,0,0,0
Male,36,Partner,1,Bachelors degree,$37500 - $49999,Home,Alone,Sunny,28,18,sometimes,often,often,sometimes,sometimes,Coffee House,Yes,1,1,0,1
Female,55,Single,0,Graduate degree,$37500 - $49999,Work,Alone,Sunny,28,7,sometimes,often,often,often,sometimes,Restaurant,Yes,1,0,0,0
Female,26,Single,0,Bachelors degree,Less than $12500,Home,Alone,Sunny,28,22,often,sometimes,very often,often,sometimes,Fast Food,No,0,0,1,1
Female,31,Divorced,1,College,$12500 - $24999,Others,Family,Sunny,13,14,sometimes,never,often,rarely,rarely,Food Court,No,1,0,0,1
Female,55,Single,0,Graduate degree,$37500 - $49999,Others,Alone,Sunny,28,10,rarely,very often,sometimes,sometimes,sometimes,Coffee House,No,0,0,0,1
Female,21,Married,0,College,Less than $12500,Home,Alone,Snowy,0,22,rarely,very often,often,sometimes,sometimes,Food Court,Yes,1,1,0,0
Male,18,Single,0,College,$87500 - $99999,Work,Alone,Snowy,0,7,rarely,very often,sometimes,sometimes,rarely,Fast Food,No,1,0,1,0
Female,21,Married,1,Associates degree,$50000 - $62499,Others,Friends,Snowy,0,14,never,sometimes,sometimes,sometimes,sometimes,Food Court,No,0,0,0,1
Female,26,Single,0,Bachelors degree,$25000 - $37499,Others,Alone,Sunny,28,10,sometimes,never,sometimes,often,sometimes,Food Court,Yes,0,0,0,1
Male,41,Married,1,College,$100000 or More,Others,Friends,Sunny,0,10,rarely,rarely,sometimes,sometimes,rarely,Fast Food,Yes,0,0,0,1
Female,55,Married,1,Associates degree,$100000 or More,Work,Alone,Sunny,13,7,rarely,never,very often,often,sometimes,Coffee House,Yes,1,0,0,0
Female,41,Married,1,Graduate degree,$87500 - $99999,Work,Alone,Snowy,0,7,rarely,sometimes,often,sometimes,rarely,Restaurant,No,1,1,0,1
Male,26,Married,1,Bachelors degree,$50000 - $62499,Others,Friends,Sunny,28,22,never,sometimes,sometimes,sometimes,sometimes,Coffee House,No,1,0,0,1
Male,18,Partner,0,College,$87500 - $99999,Others,Partner,Sunny,28,22,never,sometimes,sometimes,sometimes,rarely,Food Court,No,1,0,0,1
Male,21,Partner,0,High School Graduate,$37500 - $49999,Home,Alone,Sunny,28,18,never,rarely,often,often,rarely,Pub,Yes,0,0,1,1
Female,18,Single,0,College,$100000 or More,Work,Alone,Sunny,13,7,never,sometimes,often,often,sometimes,Pub,No,1,1,0,0
Male,36,Married,1,College,$50000 - $62499,Work,Alone,Sunny,13,7,rarely,sometimes,often,sometimes,sometimes,Coffee House,Yes,1,1,0,0
Female,36,Married,1,Graduate degree,$50000 - $62499,Work,Alone,Sunny,13,7,often,very often,often,often,sometimes,Pub,No,1,1,0,1
Female,55,Married,1,Associates degree,$100000 or More,Others,Partner,Sunny,28,18,rarely,never,very often,often,sometimes,Food Court,Yes,0,0,0,1
Female,26,Single,0,College,$25000 - $37499,Others,Friends,Sunny,13,14,sometimes,sometimes,sometimes,sometimes,rarely,Fast Food,No,1,0,0,1
Male,31,Married,0,College,$100000 or More,Others,Partner,Sunny,28,10,sometimes,never,often,sometimes,sometimes,Coffee House,Yes,0,0,0,0
Male,31,Single,0,High School Graduate,$12500 - $24999,Home,Alone,Sunny,13,18,never,never,sometimes,sometimes,sometimes,Restaurant,Yes,1,0,0,1
Male,31,Single,1,Associates degree,$37500 - $49999,Work,Alone,Snowy,0,7,sometimes,often,sometimes,sometimes,rarely,Restaurant,No,1,1,0,0
Male,26,Single,0,Associates degree,$37500 - $49999,Others,Friends,Sunny,28,18,often,rarely,sometimes,often,sometimes,Food Court,Yes,1,0,0,1
Male,26,Married,0,Associates degree,$37500 - $49999,Others,Alone,Sunny,13,18,rarely,rarely,sometimes,sometimes,rarely,Coffee House,Yes,0,0,0,0
Female,26,Single,0,Bachelors degree,$37500 - $49999,Others,Friends,Sunny,28,10,sometimes,sometimes,very often,very often,very often,Pub,No,0,0,0,1
Female,26,Partner,0,Bachelors degree,$62500 - $74999,Home,Alone,Sunny,28,22,sometimes,very often,very often,very often,very often,Fast Food,No,0,0,1,0
Female,55,Married,1,Bachelors degree,$100000 or More,Home,Family,Sunny,28,22,never,rarely,often,sometimes,sometimes,Fast Food,Yes,1,0,0,0
Male,55,Married,0,College,$37500 - $49999,Others,Friends,Sunny,28,10,never,rarely,very often,very often,sometimes,Coffee House,Yes,0,0,0,1
Female,36,Single,1,College,$12500 - $24999,Others,Alone,Sunny,28,10,never,rarely,very often,often,rarely,Coffee House,No,1,0,0,1
Male,36,Married,1,Graduate degree,$100000 or More,Others,Friends,Snowy,0,10,never,never,rarely,sometimes,sometimes,Fast Food,No,1,0,0,1
Male,21,Single,1,Bachelors degree,$25000 - $37499,Others,Alone,Sunny,28,10,often,often,often,sometimes,never,Pub,No,0,0,0,0
Male,26,Partner,0,College,$12500 - $24999,Work,Alone,Sunny,0,7,never,rarely,sometimes,often,rarely,Pub,No,0,0,0,0
Male,26,Single,0,Bachelors degree,$75000 - $87499,Others,Friends,Sunny,0,22,never,never,rarely,rarely,rarely,Food Court,Yes,0,0,0,1
Male,31,Married,0,College,$50000 - $62499,Home,Partner,Rainy,13,18,sometimes,sometimes,very often,often,sometimes,Fast Food,No,0,0,1,1
Male,18,Partner,0,College,$12500 - $24999,Work,Alone,Sunny,28,7,rarely,very often,often,sometimes,rarely,Coffee House,Yes,0,0,1,1
Female,31,Married,1,College,$12500 - $24999,Work,Alone,Sunny,13,7,sometimes,,often,often,,Coffee House,Yes,1,0,0,0
Female,26,Single,0,Bachelors degree,$12500 - $24999,Work,Alone,Sunny,28,7,never,,sometimes,sometimes,rarely,Restaurant,Yes,1,0,0,0
Male,21,Partner,0,Bachelors degree,$12500 - $24999,Home,Alone,Sunny,28,18,sometimes,often,often,often,never,Food Court,Yes,0,0,1,1
Female,21,Partner,0,High School Graduate,$37500 - $49999,Others,Friends,Sunny,28,18,never,sometimes,sometimes,often,never,Food Court,Yes,1,0,0,1
Male,31,Married,1,College,$37500 - $49999,Others,Alone,Rainy,13,10,never,never,sometimes,sometimes,sometimes,Pub,No,1,0,0,0
Male,55,Married,1,High School Graduate,$50000 - $62499,Others,Family,Sunny,13,18,never,sometimes,often,very often,very often,Food Court,Yes,1,0,0,1
Female,21,Partner,0,College,$87500 - $99999,Others,Friends,Sunny,0,10,sometimes,very often,often,often,rarely,Fast Food,Yes,0,0,0,1
